종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"102120","어보브반도체","KOSDAQ","우량기업부","10680","-400","-3.61","11030","11120","10550","169912","1828245430","189898442040","17780753"
"263540","어스앤에어로스페이스","KOSDAQ","관리종목(소속부없음)","5950","0","0.00","0","0","0","0","0","85049841450","14294091"
"238120","얼라인드","KOSDAQ","기술성장기업부","3005","-15","-0.50","3040","3040","2905","47016","138756110","43208582480","14378896"
"224810","엄지하우스","KONEX","일반기업부","2310","-5","-0.22","0","0","0","0","0","9702000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","5820","-260","-4.28","6040","6330","5700","416956","2474747680","56780432160","9756088"
"011090","에넥스","KOSPI",,"575","-4","-0.69","576","594","555","92270","52359281","34495193575","59991641"
"270660","에브리봇","KOSDAQ","벤처기업부","15970","-630","-3.80","16600","16730","15820","75594","1215391780","195334531740","12231342"
"038680","에스넷","KOSDAQ","중견기업부","3830","-120","-3.04","3955","3970","3715","44445","171309910","74875262910","19549677"
"137310","에스디바이오센서","KOSPI",,"9430","-190","-1.98","9520","9600","9340","292924","2755828940","1173821438790","124477353"
"217480","에스디생명공학","KOSDAQ","관리종목(소속부없음)","499","0","0.00","0","0","0","0","0","54756837359","109733141"
"121890","에스디시스템","KOSDAQ","중견기업부","1489","-88","-5.58","1577","1695","1442","80268","121253595","19790963094","13291446"
"304360","에스바이오메딕스","KOSDAQ","투자주의환기종목(소속부없음)","30850","-2100","-6.37","33550","33900","30500","213455","6856984650","353987584600","11474476"
"389500","에스비비테크","KOSDAQ","기술성장기업부","16920","-3130","-15.61","20500","20500","16500","323959","5616436430","104479375680","6174904"
"042110","에스씨디","KOSDAQ","우량기업부","1370","-19","-1.37","1375","1388","1340","111129","151456415","66211502680","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","2105","-40","-1.86","2100","2145","2050","71782","149841330","43083557040","20467248"
"065420","에스아이리소스","KOSDAQ","중견기업부","224","-20","-8.20","244","256","224","1379841","317329081","16033314976","71577299"
"270210","에스알바이오텍","KONEX","일반기업부","8070","250","3.20","8000","8200","7820","2276","18311080","13357504350","1655205"
"103230","에스앤더블류","KOSDAQ","벤처기업부","3460","-135","-3.76","3560","3590","3400","25578","89208570","24912000000","7200000"
"260970","에스앤디","KOSDAQ","벤처기업부","30850","200","0.65","30150","31350","29500","25839","783738750","89241460900","2892754"
"101490","에스앤에스텍","KOSDAQ","우량기업부","23250","-1300","-5.30","24200","24600","23150","168811","3963228700","498746142750","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","1628","-32","-1.93","1700","1700","1620","46788","76604555","31753330884","19504503"
"275630","에스에스알","KOSDAQ","벤처기업부","3640","-5","-0.14","3550","3725","3490","8755","31032180","21905479960","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","3165","-25","-0.78","3180","3220","3110","327685","1032919265","316484387055","99995067"
"060540","에스에이티","KOSDAQ","우량기업부","1596","-45","-2.74","1624","1680","1580","219196","353102401","41708756376","26133306"
"351320","에스에이티이엔지","KOSDAQ","벤처기업부","1497","-34","-2.22","1565","1565","1469","51958","78218863","32957781342","22015886"
"056190","에스에프에이","KOSDAQ GLOBAL","우량기업부","23500","-300","-1.26","24000","24100","23500","149872","3572713700","843855860000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","1819","-76","-4.01","1877","1890","1805","67168","122547502","62433300530","34322870"
"005850","에스엘","KOSPI",,"31050","-300","-0.96","31350","31500","30700","65646","2036862450","1442226546000","46448520"
"214310","에스엘에너지","KOSDAQ","투자주의환기종목(소속부없음)","6120","0","0.00","0","0","0","0","0","22516275600","3679130"
"246250","에스엘에스바이오","KOSDAQ","기술성장기업부","3575","-190","-5.05","3770","3770","3500","271455","977498285","54869836450","15348206"
"258540","에스엘테라퓨틱스","KONEX","일반기업부","1173","1","0.09","1199","1199","1100","17","19998","12173533587","10378119"
"041510","에스엠","KOSDAQ","우량기업부","56300","-2800","-4.74","59400","59400","56300","130510","7436654000","1328090088600","23589522"
"010580","에스엠벡셀","KOSPI",,"1230","6","0.49","1230","1255","1209","9680","11833428","136839664800","111251760"
"007820","에스엠코어","KOSDAQ","중견기업부","4260","-40","-0.93","4260","4350","4100","49770","208248575","85344609960","20033946"
"464080","에스오에스랩","KOSDAQ","기술성장기업부","7440","-380","-4.86","8260","9380","7370","31749237","272767337200","130416801600","17529140"
"109610","에스와이","KOSDAQ","중견기업부","3850","5","0.13","3825","3910","3740","407888","1563024285","188293490000","48907400"
"365330","에스와이스틸텍","KOSDAQ","중견기업부","4215","95","2.31","4055","4275","3840","3029037","12400846565","129021150000","30610000"
"012750","에스원","KOSPI",,"58600","900","1.56","58200","59100","57700","39065","2290045800","2226751830800","37999178"
"031860","에스유홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","1206","-52","-4.13","1269","1269","1205","64303","78660279","18121785336","15026356"
"306040","에스제이그룹","KOSDAQ","우량기업부","6240","-110","-1.73","6350","6460","6220","41179","259126710","61562766720","9865828"
"033530","에스제이지세종","KOSPI",,"4720","-205","-4.16","4900","4900","4685","76897","364996870","131314935920","27820961"
"217910","에스제이켐","KONEX","일반기업부","429","14","3.37","360","476","353","14326","5111036","6001933938","13990522"
"457940","에스케이증권제10호스팩","KOSDAQ","SPAC(소속부없음)","2125","-5","-0.23","2125","2145","2115","13218","28019805","7033750000","3310000"
"472230","에스케이증권제11호스팩","KOSDAQ","SPAC(소속부없음)","2095","10","0.48","2100","2100","2080","5552","11575460","8704725000","4155000"
"473000","에스케이증권제12호스팩","KOSDAQ","SPAC(소속부없음)","2100","-5","-0.24","2105","2105","2090","2761","5784680","6951000000","3310000"
"473950","에스케이증권제13호스팩","KOSDAQ","SPAC(소속부없음)","2050","-5","-0.24","2055","2055","2045","27104","55465650","9061000000","4420000"
"435870","에스케이증권제8호스팩","KOSDAQ","SPAC(소속부없음)","2110","0","0.00","2110","2115","2110","484","1021245","7849200000","3720000"
"455910","에스케이증권제9호스팩","KOSDAQ","SPAC(소속부없음)","2115","5","0.24","2105","2115","2090","16668","35160600","10617300000","5020000"
"096630","에스코넥","KOSDAQ","중견기업부","825","-65","-7.30","860","882","821","1311538","1106505888","65218069125","79052205"
"069510","에스텍","KOSDAQ","중견기업부","10350","-100","-0.96","10420","10500","10130","8099","83008680","112918500000","10910000"
"234300","에스트래픽","KOSDAQ","우량기업부","3765","150","4.15","3645","3945","3630","890010","3379563390","103658891130","27532242"
"039440","에스티아이","KOSDAQ","우량기업부","19400","-850","-4.20","20000","20150","19200","281427","5483560740","307102000000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","3000","70","2.39","2900","3095","2780","54559","159671590","37502928000","12500976"
"052020","에스티큐브","KOSDAQ","관리종목(소속부없음)","5170","-30","-0.58","5250","5300","5100","86725","450690780","241409267330","46694249"
"237690","에스티팜","KOSDAQ GLOBAL","우량기업부","99900","500","0.50","99000","101900","95900","611211","60700270200","1979346272400","19813276"
"050760","에스폴리텍","KOSDAQ","중견기업부","1633","-24","-1.45","1652","1674","1633","27825","45661452","26674529174","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","12450","-210","-1.66","13050","13550","12440","48691","624244840","86892484200","6979316"
"443670","에스피소프트","KOSDAQ","벤처기업부","8780","-700","-7.38","9310","9540","8750","873387","7928165310","212488221760","24201392"
"317830","에스피시스템스","KOSDAQ","벤처기업부","5300","-250","-4.50","5430","5580","5260","69713","373934660","57101235400","10773818"
"058610","에스피지","KOSDAQ","우량기업부","23300","-600","-2.51","23900","24050","22750","220571","5116565650","516732488000","22177360"
"043340","에쎈테크","KOSDAQ","중견기업부","494","-7","-1.40","498","505","494","4392","2189431","46930000000","95000000"
"023960","에쓰씨엔지니어링","KOSPI",,"1546","1","0.06","1555","1570","1510","95729","147819905","50818998880","32871280"
"298690","에어부산","KOSPI",,"2400","-15","-0.62","2480","2480","2335","107836","256616520","279936000000","116640000"
"187660","에이디엠코리아","KOSDAQ","중견기업부","2995","-45","-1.48","3070","3095","2990","73073","220504010","65399568750","21836250"
"054630","에이디칩스","KOSDAQ","관리종목(소속부없음)","158","0","0.00","0","0","0","0","0","12594094838","79709461"
"200710","에이디테크놀로지","KOSDAQ","중견기업부","20050","250","1.26","19890","20600","19650","383052","7709248120","269488481100","13440822"
"096690","에이루트","KOSDAQ","투자주의환기종목(소속부없음)","1356","-6","-0.44","1355","1359","1320","21698","29239849","45395068284","33477189"
"140910","에이리츠","KOSPI",,"3130","0","0.00","0","0","0","0","0","13969290160","4463032"
"078520","에이블씨엔씨","KOSPI",,"6870","-210","-2.97","7080","7150","6850","91285","632432630","178717286070","26014161"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","28900","1350","4.90","27050","29600","26300","2775895","78095203250","1388581102100","48047789"
"203400","에이비온","KOSDAQ","기술성장기업부","7960","-70","-0.87","8050","8050","7690","68266","532948820","200789185120","25224772"
"195990","에이비프로바이오","KOSDAQ","중견기업부","437","-3","-0.68","441","446","435","331098","145026857","124409408077","284689721"
"003800","에이스침대","KOSDAQ","우량기업부","26400","-200","-0.75","26750","26750","26050","2012","52835800","292776000000","11090000"
"088800","에이스테크","KOSDAQ","투자주의환기종목(소속부없음)","657","-14","-2.09","688","688","649","137305","90610684","45941429961","69926073"
"241840","에이스토리","KOSDAQ","우량기업부","6520","-230","-3.41","6680","6790","6450","25907","169943390","62200760880","9539994"
"311960","에이아이더뉴트리진","KONEX","일반기업부","3400","-100","-2.86","3500","3500","3200","19","65000","10413057600","3062664"
"453860","에이에스텍","KOSDAQ","벤처기업부","25550","-1150","-4.31","26950","27300","24850","65480","1690363150","144541843250","5657215"
"312610","에이에프더블류","KOSDAQ","중견기업부","1843","-4","-0.22","1849","1849","1800","10620","19193477","37333444584","20256888"
"015260","에이엔피","KOSPI",,"684","-27","-3.80","727","727","679","128660","88475513","30859955496","45116894"
"172670","에이엘티","KOSDAQ","벤처기업부","9000","-550","-5.76","9380","9550","8930","63454","573665960","80642331000","8960259"
"234070","에이원알폼","KONEX","일반기업부","992","-19","-1.88","992","993","860","573","493178","6882974144","6938482"
"445090","에이직랜드","KOSDAQ","벤처기업부","25800","-1400","-5.15","27050","27250","25500","101994","2663625000","275502823200","10678404"
"295310","에이치브이엠","KOSDAQ","기술성장기업부","12500","-700","-5.30","13100","13130","12390","183200","2327459540","148774137500","11901931"
"072990","에이치시티","KOSDAQ","우량기업부","10110","90","0.90","10090","10330","9810","52279","530892570","73675017510","7287341"
"044990","에이치엔에스하이텍","KONEX","일반기업부","26450","-400","-1.49","26900","26900","26050","4542","120307000","198667642800","7511064"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","11180","-650","-5.49","11850","12070","11180","21921","251759260","60283845700","5392115"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","2060","10","0.49","2050","2060","2035","7845","16048360","8950700000","4345000"
"477340","에이치엠씨제7호스팩","KOSDAQ","SPAC(소속부없음)","2005","0","0.00","2005","2005","2000","11406","22827845","15057550000","7510000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","4775","-150","-3.05","4875","4925","4750","39811","191766460","48586642075","10175213"
"044780","에이치케이","KOSDAQ","벤처기업부","1267","-40","-3.06","1294","1306","1261","54054","68795662","23446832129","18505787"
"357230","에이치피오","KOSDAQ","중견기업부","2860","10","0.35","2850","2900","2795","62705","177647890","120375932820","42089487"
"355690","에이텀","KOSDAQ","기술성장기업부","8680","-120","-1.36","8810","8860","8550","12556","109180470","46915226400","5404980"
"071670","에이테크솔루션","KOSDAQ","우량기업부","6450","-70","-1.07","6600","7110","6450","124613","852439660","64500000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","14680","690","4.93","14230","14920","14160","94307","1373645290","121256800000","8260000"
"224110","에이텍모빌리티","KOSDAQ","중견기업부","13420","-60","-0.45","13480","13530","13230","12581","168237850","71662800000","5340000"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2300","-40","-1.71","2350","2390","2265","78753","180696765","110400000000","48000000"
"200470","에이팩트","KOSDAQ","벤처기업부","3215","-265","-7.61","3480","3490","3215","547041","1812279465","136194128995","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","7200","-400","-5.26","7200","7200","7200","5","36000","25920000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","7170","-290","-3.89","7400","7540","7100","38332","276436050","103736649840","14468152"
"007460","에이프로젠","KOSPI",,"1403","-74","-5.01","1458","1473","1400","3682002","5242172274","396304916144","282469648"
"003060","에이프로젠바이오로직스","KOSPI",,"953","7","0.74","937","954","921","1124519","1056974131","189082676285","198407845"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","19880","-620","-3.02","20300","20500","19100","815558","16125778500","435710278080","21917016"
"244920","에이플러스에셋","KOSPI",,"4005","-65","-1.60","4070","4070","3990","31389","125563570","90543810465","22607693"
"278470","에이피알","KOSPI",,"284500","-1500","-0.52","283000","290500","276000","124947","35334078000","2167940641000","7620178"
"230240","에치에프알","KOSDAQ","우량기업부","7460","-190","-2.48","7650","7700","7280","38545","286539860","99285140000","13309000"
"230360","에코마케팅","KOSDAQ","우량기업부","11130","680","6.51","10370","11500","10050","348682","3824847980","350239162770","31468029"
"038870","에코바이오","KOSDAQ","중견기업부","3995","-110","-2.68","4065","4130","3960","46535","185456980","55989721255","14014949"
"097780","에코볼트","KOSDAQ","중견기업부","942","-9","-0.95","961","961","932","68121","64044534","63801978396","67730338"
"448280","에코아이","KOSDAQ","중견기업부","20350","-50","-0.25","20200","20700","20000","13954","280613690","200997825050","9877043"
"101360","에코앤드림","KOSDAQ","벤처기업부","30000","-2100","-6.54","32200","32400","29900","418572","12763346750","533583420000","17786114"
"128540","에코캡","KOSDAQ","벤처기업부","1430","-59","-3.96","1495","1498","1429","46395","67154877","38167357800","26690460"
"086520","에코프로","KOSDAQ","우량기업부","77900","-5800","-6.93","84200","85000","77800","1651299","132766483400","10371476686000","133138340"
"450080","에코프로머티","KOSPI",,"90800","-1800","-1.94","94600","97400","90500","1340518","126116953400","6271610298400","69070598"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","158100","-9000","-5.39","168500","169700","157500","733467","118587318700","15462392486400","97801344"
"383310","에코프로에이치엔","KOSDAQ GLOBAL","중견기업부","38650","-550","-1.40","39300","40450","38400","205463","8064240700","591535621800","15304932"
"038110","에코플라스틱","KOSDAQ","우량기업부","2995","-40","-1.32","3020","3035","2955","210344","626972620","123302263150","41169370"
"073540","에프알텍","KOSDAQ","투자주의환기종목(소속부없음)","1230","-54","-4.21","1267","1282","1224","24344","30455592","14022000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","14440","1040","7.76","13420","14730","11770","871640","12053666120","163894000000","11350000"
"036810","에프에스티","KOSDAQ","우량기업부","23000","-950","-3.97","23950","24300","23000","184991","4310179550","500406147000","21756789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","3315","20","0.61","3265","3320","3200","4162","13640030","51027158520","15392808"
"083500","에프엔에스테크","KOSDAQ","벤처기업부","9520","-290","-2.96","9830","9920","9430","45009","435691160","81640873440","8575722"
"446440","에피바이오텍","KONEX","일반기업부","10500","0","0.00","10500","10500","10490","3","31490","24123792000","2297504"
"054940","엑사이엔씨","KOSDAQ","중견기업부","780","-1","-0.13","781","790","774","86868","67793511","25875367440","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","6410","-100","-1.54","6470","6540","6260","312095","1996798700","241835403120","37727832"
"373110","엑셀세라퓨틱스","KOSDAQ","기술성장기업부","5770","-580","-9.13","6310","7290","5700","10323531","69811603540","62999525740","10918462"
"205100","엑셈","KOSDAQ","우량기업부","1690","-46","-2.65","1720","1745","1675","348263","590788877","121618198390","71963431"
"356680","엑스게이트","KOSDAQ","벤처기업부","4595","-305","-6.22","4910","5150","4525","4206676","20341533845","131157345740","28543492"
"070300","엑스큐어","KOSDAQ","벤처기업부","5920","90","1.54","5830","5950","5530","77335","445757440","49441578560","8351618"
"317770","엑스페릭스","KOSDAQ","벤처기업부","2995","-90","-2.92","3010","3120","2870","180176","534031860","68702023470","22938906"
"373200","엑스플러스","KOSDAQ","투자주의환기종목(소속부없음)","688","-7","-1.01","694","709","678","618551","426845036","52085492016","75705657"
"092870","엑시콘","KOSDAQ","우량기업부","10400","-420","-3.88","10720","10900","10300","144223","1507200300","135728288800","13050797"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","17900","-140","-0.78","18040","18120","17500","16162","288197240","152270825000","8506750"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부","2440","-45","-1.81","2465","2490","2410","133125","324929700","102894800000","42170000"
"236810","엔비티","KOSDAQ","기술성장기업부","3360","-160","-4.55","3505","3535","3360","102032","347063035","57037431360","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","6500","30","0.46","6500","6520","6200","8356","52644060","70380791000","10827814"
"333620","엔시스","KOSDAQ","벤처기업부","10880","-760","-6.53","11890","11890","10710","126534","1413855160","114853022720","10556344"
"101400","엔시트론","KOSDAQ","중견기업부","466","-12","-2.51","478","483","461","128831","60379456","28967684458","62162413"
"036570","엔씨소프트","KOSPI",,"180100","-3600","-1.96","184400","189100","179400","57941","10596909400","3953919362200","21954022"
"238170","엔에스엠","KONEX","일반기업부","816","16","2.00","817","817","680","22","15233","16952142144","20774684"
"078860","엔에스이엔엠","KOSDAQ","중견기업부","7760","-120","-1.52","7880","8400","7520","18638","145463040","71270028320","9184282"
"224760","엔에스컴퍼니","KONEX","일반기업부","3645","-100","-2.67","0","0","0","0","0","14360206500","3939700"
"422040","엔에이치스팩23호","KOSDAQ","SPAC(소속부없음)","2090","0","0.00","2090","2095","2090","1492","3118370","14964400000","7160000"
"437780","엔에이치스팩24호","KOSDAQ","SPAC(소속부없음)","2105","5","0.24","2100","2115","2095","36056","75725060","10588150000","5030000"
"438580","엔에이치스팩25호","KOSDAQ","SPAC(소속부없음)","2235","30","1.36","2255","2265","2200","18652","41675840","6749700000","3020000"
"439410","엔에이치스팩26호","KOSDAQ","SPAC(소속부없음)","2075","0","0.00","2070","2075","2070","1299","2688960","18260000000","8800000"
"440820","엔에이치스팩27호","KOSDAQ","SPAC(소속부없음)","2110","5","0.24","2115","2115","2100","1016","2133810","16458000000","7800000"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","2015","-10","-0.49","2025","2025","2015","21888","44164290","28915250000","14350000"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","2020","0","0.00","2035","2035","2015","20445","41277885","18382000000","9100000"
"481890","엔에이치스팩31호","KOSDAQ","SPAC(소속부없음)","2025","5","0.25","2020","2025","2015","69949","141354620","12848625000","6345000"
"265740","엔에프씨","KOSDAQ","중견기업부","6190","-260","-4.03","6450","6480","6160","26156","163429700","55287842000","8931800"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","2350","-110","-4.47","2470","2480","2340","50990","121508445","30289683450","12889227"
"455900","엔젤로보틱스","KOSDAQ","기술성장기업부","22400","-1550","-6.47","23850","24050","22400","126691","2891286450","334776534400","14945381"
"419080","엔젯","KOSDAQ","기술성장기업부","10730","-460","-4.11","11000","11190","10690","22148","240168420","112856176410","10517817"
"093510","엔지브이아이","KONEX","일반기업부","7990","-10","-0.13","7990","7990","7990","1","7990","48099800000","6020000"
"208860","엔지스테크널러지","KOSDAQ","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","41831348265","18971133"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","1460","-38","-2.54","1498","1499","1453","131445","193501691","124195720520","85065562"
"085310","엔케이","KOSPI",,"780","-15","-1.89","795","795","765","354533","274731676","62387014560","79983352"
"182400","엔케이맥스","KOSDAQ","관리종목(소속부없음)","2020","0","0.00","0","0","0","0","0","172748038620","85518831"
"348370","엔켐","KOSDAQ","벤처기업부","165500","-14500","-8.06","176200","181100","165500","524920","89423166600","3440235756500","20786923"
"069410","엔텔스","KOSDAQ","벤처기업부","3030","-225","-6.91","3260","3260","3030","41365","127703695","31041816720","10244824"
"227950","엔투텍","KOSDAQ","중견기업부","494","-6","-1.20","500","500","482","227535","111993204","51166311820","103575530"
"291230","엔피","KOSDAQ","중견기업부","2085","-75","-3.47","2165","2235","2055","265216","562135900","91939690875","44095775"
"198080","엔피디","KOSDAQ","중견기업부","2570","-60","-2.28","2615","2650","2545","138148","355742795","55345425450","21535185"
"048830","엔피케이","KOSDAQ","중견기업부","1158","-20","-1.70","1177","1177","1147","31295","36244281","21682302834","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","2255","-70","-3.01","2320","2320","2185","64618","144785645","15059792000","6678400"
"276240","엘리비젼","KONEX","일반기업부","485","-85","-14.91","485","485","485","2","970","5050371930","10413138"
"900140","엘브이엠씨홀딩스","KOSPI",,"2305","-25","-1.07","2325","2370","2270","575865","1334397975","395511287355","171588411"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","17050","-70","-0.41","16830","17270","16530","144414","2421792070","386777391550","22684891"
"066970","엘앤에프","KOSPI",,"86800","-5600","-6.06","93300","94700","86600","230007","20571542500","3150522138400","36296338"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","6210","-170","-2.66","6370","6400","6060","61184","379268430","123807174030","19936743"
"311060","엘에이티","KONEX","일반기업부","4985","-5","-0.10","4985","4985","4985","2377","11849345","37757057990","7574134"
"073110","엘엠에스","KOSDAQ","벤처기업부","6400","70","1.11","6360","6430","6110","20615","129081360","56932832000","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","10040","-290","-2.81","10340","10450","10030","88140","890746140","178812731320","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","1265","-2","-0.16","1263","1314","1254","2408282","3079652824","106826111535","84447519"
"170920","엘티씨","KOSDAQ","벤처기업부","9300","80","0.87","9210","9560","8860","75096","692443760","91192266000","9805620"
"058630","엠게임","KOSDAQ","우량기업부","5520","-90","-1.60","5600","5660","5450","105121","580122970","107882201040","19543877"
"058970","엠로","KOSDAQ","기술성장기업부","43050","-3450","-7.42","46000","46500","42750","100466","4389397150","510302559900","11853718"
"019590","엠벤처투자","KOSDAQ","관리종목(소속부없음)","921","0","0.00","0","0","0","0","0","104963185182","113966542"
"169330","엠브레인","KOSDAQ","중견기업부","2005","-155","-7.18","2160","2215","2005","29159","61549850","36605120590","18256918"
"097520","엠씨넥스","KOSPI",,"17750","-500","-2.74","18200","18350","17700","53528","954998870","319104743000","17977732"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","7580","-90","-1.17","7630","8060","7480","2526","19167090","38187509400","5037930"
"179290","엠아이텍","KOSDAQ","우량기업부","6650","-220","-3.20","6870","6870","6600","98391","658306060","215231758700","32365678"
"009780","엠에스씨","KOSDAQ","우량기업부","4955","-35","-0.70","5060","5060","4930","49021","243292480","87208000000","17600000"
"123040","엠에스오토텍","KOSDAQ","우량기업부","3225","-30","-0.92","3255","3310","3185","75181","242468465","223080386925","69172213"
"323230","엠에프엠코리아","KOSDAQ","관리종목(소속부없음)","161","0","0.00","0","0","0","0","0","6967193212","43274492"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","1538","78","5.34","1456","1745","1456","3372518","5419841897","65824603616","42798832"
"033160","엠케이전자","KOSDAQ","중견기업부","7430","-200","-2.62","7610","7680","7340","90155","673525190","163952839330","22066331"
"347890","엠투아이","KOSDAQ","벤처기업부","5690","-60","-1.04","5760","5780","5530","49789","280201560","96236130760","16913204"
"033310","엠투엔","KOSDAQ","중견기업부","2130","-70","-3.18","2220","2220","2115","33269","71148540","85928952030","40342231"
"259630","엠플러스","KOSDAQ","중견기업부","10600","40","0.38","10530","10730","10360","84214","884007000","130193461200","12282402"
"105550","엣지파운드리","KOSDAQ","중견기업부","2250","25","1.12","2205","2260","2175","52565","115913340","128530993500","57124886"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","7290","-190","-2.54","7470","7520","7290","3195","23443180","59274990000","8131000"
"014440","영보화학","KOSPI",,"3340","25","0.75","3320","3350","3265","30616","101414685","66800000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","762","-30","-3.79","791","792","755","44152","33920858","33985119990","44599895"
"111770","영원무역","KOSPI",,"36150","-1100","-2.95","37250","37250","36050","76780","2793446100","1601859568200","44311468"
"009970","영원무역홀딩스","KOSPI",,"83100","-300","-0.36","84700","84700","82400","4719","392728000","1133117695200","13635592"
"003520","영진약품","KOSPI",,"2280","-20","-0.87","2275","2300","2235","183335","414080865","416995426680","182892731"
"000670","영풍","KOSPI",,"295500","-3500","-1.17","302000","302000","291000","1330","392516000","544322820000","1842040"
"036560","영풍정밀","KOSDAQ","우량기업부","9340","-30","-0.32","9310","9390","9230","21361","198313030","147105000000","15750000"
"006740","영풍제지","KOSPI",,"1250","-28","-2.19","1278","1289","1245","171863","215920013","58102685000","46482148"
"012280","영화금속","KOSPI",,"797","-2","-0.25","810","814","797","25428","20312235","41176610485","51664505"
"265560","영화테크","KOSDAQ","우량기업부","7750","-230","-2.88","7980","7980","7740","14255","111236900","82848895000","10690180"
"012160","영흥","KOSPI",,"472","-6","-1.26","478","480","472","47156","22391998","47818495584","101310372"
"036000","예림당","KOSDAQ","중견기업부","1659","-9","-0.54","1679","1689","1650","11250","18633947","38213865543","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","569","15","2.71","554","582","554","90717","51232024","18777250360","33000440"
"053280","예스24","KOSDAQ","우량기업부","5380","0","0.00","5480","5710","5340","3387766","18738611450","134500000000","25000000"
"015360","예스코홀딩스","KOSPI",,"45550","-150","-0.33","45250","46100","44500","8862","402725150","273300000000","6000000"
"122640","예스티","KOSDAQ","벤처기업부","15380","-880","-5.41","16500","16500","15380","104979","1639921120","321905061040","20930108"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","62","-1","-1.59","63","64","61","4701502","291771781","30261730474","488092427"
"212310","오건에코텍","KONEX","일반기업부","1169","41","3.63","1200","1200","1000","56827","58544787","12169133354","10409866"
"045060","오공","KOSDAQ","우량기업부","2700","-10","-0.37","2760","2770","2680","11466","31021830","45743329800","16941974"
"080520","오디텍","KOSDAQ","벤처기업부","3525","-90","-2.49","3610","3615","3475","29509","103986950","41406796725","11746609"
"007310","오뚜기","KOSPI",,"394500","-8000","-1.99","402000","402000","394500","2392","947232500","1581088935000","4007830"
"039830","오로라","KOSDAQ","우량기업부","5210","-240","-4.40","5500","5500","5210","16035","85291750","56074656900","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","15640","-690","-4.23","16330","16330","15530","48827","765401590","146492716880","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","2185","-40","-1.80","2220","2220","2130","100269","216358370","59977126910","27449486"
"014940","오리엔탈정공","KOSDAQ","우량기업부","3805","-105","-2.69","3855","3905","3695","377851","1427517055","173407780105","45573661"
"002630","오리엔트바이오","KOSPI",,"463","-3","-0.64","470","472","459","75429","34964241","54903931315","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","1131","11","0.98","1121","1142","1103","49988","56066927","35901233472","31742912"
"271560","오리온","KOSPI",,"88100","-600","-0.68","88500","89400","87400","105714","9315346900","3483133229200","39536132"
"001800","오리온홀딩스","KOSPI",,"15420","20","0.13","15450","15450","15240","40625","624200330","965992407240","62645422"
"010470","오리콤","KOSDAQ","우량기업부","5800","-250","-4.13","6050","6050","5780","35400","206885340","69455290000","11975050"
"417860","오브젠","KOSDAQ","기술성장기업부","9990","140","1.42","9900","10430","9530","19561","193233520","44050295610","4409439"
"352910","오비고","KOSDAQ","기술성장기업부","6200","60","0.98","6190","6580","6080","31794","199324490","78354372400","12637802"
