종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"402490","그린리소스","KOSDAQ","기술성장기업부","15260","-800","-4.98","16060","16290","15240","142690","2208113670","126138305440","8265944"
"114450","그린생명과학","KOSDAQ","중견기업부","2120","-40","-1.85","2160","2230","2060","185923","392036260","42400000000","20000000"
"083420","그린케미칼","KOSPI",,"6170","-140","-2.22","6310","6600","6100","67084","416447950","148080000000","24000000"
"186230","그린플러스","KOSDAQ","벤처기업부","8710","-60","-0.68","8690","8990","8670","50589","444253980","94243837480","10820188"
"014530","극동유화","KOSPI",,"3670","-15","-0.41","3665","3685","3655","130867","479444480","127970771400","34869420"
"900070","글로벌에스엠","KOSDAQ","외국기업(소속부없음)","424","-20","-4.50","439","444","424","115822","50229531","22787442432","53743968"
"204620","글로벌텍스프리","KOSDAQ","중견기업부","3260","-10","-0.31","3250","3345","3215","237208","777193635","199238274100","61116035"
"019660","글로본","KOSDAQ","투자주의환기종목(소속부없음)","564","-7","-1.23","571","593","564","106172","61625150","19621980744","34790746"
"014280","금강공업","KOSPI",,"4070","-270","-6.22","4265","4365","4065","159422","661045425","119370482990","29329357"
"014285","금강공업우","KOSPI",,"7940","-10","-0.13","7990","7990","7600","895","6848090","4683607500","589875"
"053260","금강철강","KOSDAQ","우량기업부","4690","-40","-0.85","4755","4755","4645","17926","84030985","87796800000","18720000"
"008870","금비","KOSPI",,"58100","-400","-0.68","58200","58600","57600","3059","177634900","58100000000","1000000"
"001570","금양","KOSPI",,"41900","-2000","-4.56","43400","44400","41400","446321","18841444450","2432296550300","58050037"
"282720","금양그린파워","KOSDAQ","중견기업부","9740","-60","-0.61","9800","10050","9560","61456","597334600","118043930000","12119500"
"002990","금호건설","KOSPI",,"3290","-55","-1.64","3345","3355","3265","24003","78953060","121577327550","36953595"
"002995","금호건설우","KOSPI",,"9560","-300","-3.04","9860","9860","9470","194","1843690","2794062960","292266"
"011780","금호석유","KOSPI",,"140200","-3400","-2.37","143600","144900","139500","51830","7311912400","3879709595800","27672679"
"011785","금호석유우","KOSPI",,"64800","-1200","-1.82","66300","66300","64200","5301","343890400","195921892800","3023486"
"214330","금호에이치티","KOSPI",,"577","-4","-0.69","582","586","572","211831","122516891","123428453587","213914131"
"001210","금호전기","KOSPI",,"708","5","0.71","703","710","693","53328","37450640","27758358468","39206721"
"073240","금호타이어","KOSPI",,"4270","25","0.59","4275","4280","4180","364024","1542591865","1226601425490","287260287"
"036190","금화피에스시","KOSDAQ","우량기업부","26350","150","0.57","26600","26750","25800","7057","184125050","158100000000","6000000"
"049080","기가레인","KOSDAQ","벤처기업부","692","-26","-3.62","708","720","678","342862","239695153","58739276124","84883347"
"420770","기가비스","KOSDAQ","중견기업부","33050","-3300","-9.08","35900","36350","33000","125745","4245550850","418933801900","12675758"
"035460","기산텔레콤","KOSDAQ","벤처기업부","1748","-28","-1.58","1763","1795","1724","7990","13952033","25481190320","14577340"
"092440","기신정기","KOSPI",,"2530","-25","-0.98","2565","2575","2505","63465","160546395","73876000000","29200000"
"000270","기아","KOSPI",,"100000","-700","-0.70","100300","101600","98500","1130536","113255610800","39985841700000","399858417"
"024110","기업은행","KOSPI",,"13880","-20","-0.14","13960","13960","13790","620176","8604870580","11068271061720","797425869"
"456700","길교이앤씨","KONEX","일반기업부","19950","0","0.00","0","0","0","0","0","17955000000","900000"
"013700","까뮤이앤씨","KOSPI",,"1368","-12","-0.87","1360","1395","1330","22442","30490011","61768319040","45152280"
"308100","까스텔바작","KOSDAQ","중견기업부","3420","225","7.04","3315","3855","3205","1813414","6481052890","22656586860","6624733"
"004540","깨끗한나라","KOSPI",,"2145","-40","-1.83","2175","2200","2120","50203","107707600","79881286485","37240693"
"004545","깨끗한나라우","KOSPI",,"13140","-240","-1.79","13380","13380","13140","22","290400","4811342400","366160"
"407400","꿈비","KOSDAQ","벤처기업부","6470","-170","-2.56","6580","6730","6340","81765","530543230","79318796780","12259474"
"187790","나노","KOSDAQ","관리종목(소속부없음)","1025","0","0.00","0","0","0","0","0","31611850750","30840830"
"286750","나노브릭","KOSDAQ","기술성장기업부","1883","-29","-1.52","1889","1890","1865","34224","64177992","38967854597","20694559"
"121600","나노신소재","KOSDAQ","우량기업부","82800","-4700","-5.37","87500","88200","81300","70432","5914884400","1009835258400","12196078"
"247660","나노씨엠에스","KOSDAQ","기술성장기업부","8800","-100","-1.12","8640","8940","8570","19552","169386270","38226496000","4343920"
"039860","나노엔텍","KOSDAQ","중견기업부","3025","-75","-2.42","3100","3145","2990","199582","604968595","97132998050","32110082"
"091970","나노캠텍","KOSDAQ","중견기업부","607","-3","-0.49","606","607","572","40675","24199312","22712418251","37417493"
"417010","나노팀","KOSDAQ","벤처기업부","10810","-970","-8.23","12450","12800","10810","705280","8417644940","213219985680","19724328"
"244880","나눔테크","KONEX","일반기업부","2595","25","0.97","2595","2595","2595","1","2595","13026900000","5020000"
"405920","나라셀라","KOSDAQ","중견기업부","3690","-5","-0.14","3695","3835","3660","29842","111627160","47520100440","12878076"
"288490","나라소프트","KONEX","일반기업부","73","-11","-13.10","83","84","72","118319","8572500","1275425121","17471577"
"051490","나라엠앤디","KOSDAQ","우량기업부","4360","-40","-0.91","4425","4470","4330","42949","189319430","61912000000","14200000"
"137080","나래나노텍","KOSDAQ","벤처기업부","3800","-100","-2.56","3900","3920","3730","21222","80231950","42025803600","11059422"
"190510","나무가","KOSDAQ","우량기업부","12390","-280","-2.21","12850","13060","12260","128871","1623050010","201515717760","16264384"
"242040","나무기술","KOSDAQ","기술성장기업부","1578","-22","-1.38","1585","1616","1563","53432","84396763","54608684592","34606264"
"089600","나스미디어","KOSDAQ","우량기업부","15350","-470","-2.97","15920","15920","15290","36002","554937690","177571302050","11568163"
"293580","나우IB","KOSDAQ","중견기업부","951","-19","-1.96","990","990","934","198031","187589161","91077270000","95770000"
"257990","나우코스","KONEX","일반기업부","5070","20","0.40","5100","5150","5070","118","600640","29869357440","5891392"
"138610","나이벡","KOSDAQ","기술성장기업부","15650","-300","-1.88","15910","16220","15600","51088","802480220","161067029950","10291823"
"130580","나이스디앤비","KOSDAQ","우량기업부","5000","5","0.10","5030","5100","4725","7102","34968140","77000000000","15400000"
"036800","나이스정보통신","KOSDAQ","우량기업부","19030","-190","-0.99","19230","19230","19020","1143","21794090","190300000000","10000000"
"267320","나인테크","KOSDAQ","벤처기업부","2415","-120","-4.73","2495","2515","2410","206611","505898320","105448811160","43664104"
"001260","남광토건","KOSPI",,"6280","-80","-1.26","6300","6310","6200","10618","66230090","61748552160","9832572"
"008350","남선알미늄","KOSPI",,"1297","-34","-2.55","1321","1339","1289","287524","373179701","167415579730","129079090"
"008355","남선알미우","KOSPI",,"17430","-170","-0.97","17450","17450","16800","382","6546240","5366522700","307890"
"004270","남성","KOSPI",,"1332","-19","-1.41","1338","1444","1329","320937","442952340","48234597120","36212160"
"003920","남양유업","KOSPI",,"471000","-2000","-0.42","473000","480000","467000","806","379006000","339120000000","720000"
"003925","남양유업우","KOSPI",,"297000","-3000","-1.00","300000","300000","291500","199","58993500","59400000000","200000"
"025860","남해화학","KOSPI",,"6390","-130","-1.99","6450","6520","6340","148764","952407300","317447806770","49678843"
"111710","남화산업","KOSDAQ","중견기업부","4680","-100","-2.09","4825","4920","4600","8310","39325160","96351840000","20588000"
"091590","남화토건","KOSDAQ","우량기업부","3975","-70","-1.73","4070","4070","3885","5667","22255455","46666500000","11740000"
"168330","내츄럴엔도텍","KOSDAQ","벤처기업부","1853","-42","-2.22","1950","1950","1851","17769","33135663","58841829700","31754900"
"094860","네오리진","KOSDAQ","벤처기업부","1356","-34","-2.45","1366","1385","1341","27194","36812917","29017815564","21399569"
"253590","네오셈","KOSDAQ","우량기업부","7720","-200","-2.53","7890","7980","7580","564357","4341376650","338669946080","43869164"
"212560","네오오토","KOSDAQ","우량기업부","8400","110","1.33","8230","8520","8040","62716","510771360","66149689200","7874963"
"095660","네오위즈","KOSDAQ","우량기업부","21300","-500","-2.29","21850","22000","21200","115493","2479017300","469318214700","22033719"
"042420","네오위즈홀딩스","KOSDAQ","중견기업부","18400","-200","-1.08","18500","18790","18110","10821","199838400","162966334400","8856866"
"950220","네오이뮨텍","KOSDAQ","외국기업(소속부없음)","1343","-57","-4.07","1401","1424","1343","374184","510331573","132779005495","98867465"
"311390","네오크레마","KOSDAQ","벤처기업부","6370","0","0.00","6390","6400","6250","24851","157004620","69937166390","10979147"
"085910","네오티스","KOSDAQ","중견기업부","3270","-60","-1.80","3350","3360","3270","16373","53895220","45566854860","13934818"
"092730","네오팜","KOSDAQ","우량기업부","21000","-400","-1.87","21400","21550","20800","21527","451684100","172354581000","8207361"
"290660","네오펙트","KOSDAQ","기술성장기업부","934","-16","-1.68","950","969","930","19731","18479025","38979796038","41734257"
"306620","네온테크","KOSDAQ","벤처기업부","1709","-63","-3.56","1773","1780","1700","65238","113150040","72817326641","42608149"
"153460","네이블","KOSDAQ","벤처기업부","6150","50","0.82","6350","6350","5850","1399","8531010","40159586100","6530014"
"007390","네이처셀","KOSDAQ","중견기업부","9560","-250","-2.55","9910","9910","9470","179172","1720158240","615254411360","64357156"
"033640","네패스","KOSDAQ","중견기업부","8630","-290","-3.25","8900","9000","8570","68070","591186730","199000913260","23059202"
"330860","네패스아크","KOSDAQ","우량기업부","12840","-570","-4.25","13250","13380","12820","61204","797232660","156443137800","12184045"
"005720","넥센","KOSPI",,"4530","-45","-0.98","4600","4670","4475","18451","83537425","242554215810","53543977"
"005725","넥센우","KOSPI",,"3050","30","0.99","2960","3050","2960","1989","6052250","10981830000","3600600"
"002350","넥센타이어","KOSPI",,"7500","-40","-0.53","7490","7540","7400","33852","252331040","732509077500","97667877"
"002355","넥센타이어1우B","KOSPI",,"3155","-50","-1.56","3155","3215","3135","8093","25478025","20507500000","6500000"
"089140","넥스턴바이오","KOSDAQ","벤처기업부","2900","165","6.03","2780","2900","2730","27824","77896155","32719618300","11282627"
"389650","넥스트바이오메디컬","KOSDAQ","기술성장기업부","30150","-1250","-3.98","32150","34300","29300","2521489","79866029750","241443189900","8008066"
"137940","넥스트아이","KOSDAQ","중견기업부","384","-15","-3.76","399","402","381","375805","145699282","30075260928","78320992"
"396270","넥스트칩","KOSDAQ","기술성장기업부","7550","190","2.58","7360","8750","7360","1016756","8311294630","136571497000","18088940"
"348210","넥스틴","KOSDAQ GLOBAL","우량기업부","41650","-1200","-2.80","42150","42900","41200","61637","2558726350","434711462500","10437250"
"092790","넥스틸","KOSPI",,"7470","-360","-4.60","7770","7940","7430","370885","2812957920","194234940000","26002000"
"225570","넥슨게임즈","KOSDAQ","우량기업부","15270","-880","-5.45","16100","16180","15200","1621260","25174908380","1005562696980","65852174"
"217270","넵튠","KOSDAQ","중견기업부","5810","-160","-2.68","6020","6370","5810","181563","1107548960","270816591500","46612150"
"251270","넷마블","KOSPI",,"57000","-1500","-2.56","58600","59700","56700","89087","5129268400","4899349614000","85953502"
"317860","노드메이슨","KONEX","일반기업부","6500","-100","-1.52","6400","6500","6400","219","1418100","28793147500","4429715"
"104620","노랑풍선","KOSDAQ","중견기업부","5190","-130","-2.44","5310","5310","5170","28217","147019980","82220633940","15842126"
"090350","노루페인트","KOSPI",,"8500","-170","-1.96","8670","8750","8490","47952","409955070","170000000000","20000000"
"090355","노루페인트우","KOSPI",,"13580","-370","-2.65","13600","13630","13550","867","11792080","6289251080","463126"
"000320","노루홀딩스","KOSPI",,"12830","-10","-0.08","12800","12990","12670","53268","678053620","170525467330","13291151"
"000325","노루홀딩스우","KOSPI",,"30250","-150","-0.49","30400","30400","29550","98","2930050","7367659750","243559"
"194700","노바렉스","KOSDAQ","우량기업부","9700","-300","-3.00","9910","10090","9700","68847","675663600","181922025600","18754848"
"285490","노바텍","KOSDAQ","우량기업부","11760","-500","-4.08","11960","12270","11730","32015","380483140","124371772560","10575831"
"283100","노보믹스","KONEX","일반기업부","664","34","5.40","630","664","616","647","400726","4359092936","6564899"
"145170","노브랜드","KOSDAQ","중견기업부","14900","-890","-5.64","15650","17500","14900","1997815","33192439040","135289526600","9079834"
"229500","노브메타파마","KONEX","일반기업부","5090","190","3.88","5100","5200","4505","1620","7871740","56450380320","11090448"
"106520","노블엠앤비","KOSDAQ","투자주의환기종목(소속부없음)","411","0","0.00","0","0","0","0","0","15904036272","38695952"
"376930","노을","KOSDAQ","기술성장기업부","1922","-78","-3.90","2030","2030","1915","163876","319408728","71012249320","36947060"
"006280","녹십자","KOSPI",,"145800","-2700","-1.82","148000","148000","142000","69343","10027542300","1703897240400","11686538"
"142280","녹십자엠에스","KOSDAQ","중견기업부","3865","-105","-2.64","3910","4025","3840","298457","1162231065","84032543990","21741926"
"234690","녹십자웰빙","KOSDAQ","우량기업부","8270","-100","-1.19","8320","8530","7900","173162","1399193650","146811322520","17752276"
"005250","녹십자홀딩스","KOSPI",,"14370","-490","-3.30","14990","14990","14300","53529","773991530","675795377700","47028210"
"005257","녹십자홀딩스2우","KOSPI",,"24700","-500","-1.98","25100","25100","24300","274","6745550","20895953000","845990"
"004370","농심","KOSPI",,"369500","-8000","-2.12","376000","380000","366500","32822","12169505500","2247536219000","6082642"
"072710","농심홀딩스","KOSPI",,"65800","-200","-0.30","66000","66500","65100","3912","256366200","305166582000","4637790"
"054050","농우바이오","KOSDAQ","우량기업부","7190","-90","-1.24","7300","7300","7050","20001","142549580","115259733590","16030561"
"069140","누리플랜","KOSDAQ","벤처기업부","1355","11","0.82","1331","1428","1287","107215","141772645","17754216765","13102743"
"040160","누리플렉스","KOSDAQ","우량기업부","2665","0","0.00","2680","2680","2565","2011","5280375","32128000775","12055535"
"332290","누보","KOSDAQ","벤처기업부","1160","-22","-1.86","1182","1209","1155","30253","35314037","38726371480","33384803"
"348340","뉴로메카","KOSDAQ","기술성장기업부","21950","-950","-4.15","22900","23050","21750","35667","786331000","231554281500","10549170"
"060260","뉴보텍","KOSDAQ","벤처기업부","1584","-43","-2.64","1627","1669","1570","56371","90203383","13166222256","8312009"
"123840","뉴온","KOSDAQ","관리종목(소속부없음)","256","5","1.99","252","257","242","405350","100694071","74846747648","292370108"
"012340","뉴인텍","KOSDAQ","벤처기업부","580","-13","-2.19","588","593","575","69561","40559088","29526153960","50907162"
"214870","뉴지랩파마","KOSDAQ","투자주의환기종목(소속부없음)","6920","0","0.00","0","0","0","0","0","64765809320","9359221"
"270870","뉴트리","KOSDAQ","우량기업부","10610","-250","-2.30","10840","10850","10220","107855","1134231200","97614376640","9200224"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부","5010","-190","-3.65","5160","5210","5000","84917","428732330","218900046240","43692624"
"085670","뉴프렉스","KOSDAQ","우량기업부","4540","-75","-1.63","4565","4625","4395","186803","839209005","111006454940","24450761"
"064260","다날","KOSDAQ","우량기업부","3150","-100","-3.08","3215","3300","3125","552632","1751538220","217189476000","68949040"
"340360","다보링크","KOSDAQ","중견기업부","2100","50","2.44","2005","2115","1980","425825","870541100","91115245200","43388212"
"039560","다산네트웍스","KOSDAQ","우량기업부","3120","-110","-3.41","3230","3265","3100","234842","737282420","123258660720","39505981"
"154040","다산솔루에타","KOSDAQ","중견기업부","1400","-4","-0.28","1387","1407","1384","12410","17279675","25130131600","17950094"
"058730","다스코","KOSPI",,"3090","-80","-2.52","3150","3185","3040","189009","584225175","58082547690","18796941"
"030210","다올투자증권","KOSPI",,"3075","-65","-2.07","3110","3125","3070","71950","222855985","187301650950","60911106"
"023590","다우기술","KOSPI",,"17400","-320","-1.81","17740","17740","17350","49522","863380240","780679135800","44866617"
"032190","다우데이타","KOSDAQ","우량기업부","10280","-160","-1.53","10340","10430","10280","40865","422283150","393724000000","38300000"
"323350","다원넥스뷰","KOSDAQ","기술성장기업부","6990","-310","-4.25","7120","7240","6940","24666","173002200","53096815890","7596111"
"068240","다원시스","KOSDAQ","중견기업부","10160","20","0.20","10140","10220","9910","100006","1003895490","387740519920","38163437"
"145210","다이나믹디자인","KOSPI",,"5360","60","1.13","5250","5480","5120","234636","1235595850","92733858480","17301093"
"019680","대교","KOSPI",,"2100","-15","-0.71","2085","2125","2085","24655","51805420","177875985000","84702850"
"019685","대교우B","KOSPI",,"1372","1","0.07","1352","1381","1352","27553","37894709","26653830280","19426990"
"006370","대구백화점","KOSPI",,"7300","1130","18.31","6370","7690","6250","1112859","7945606760","78997760300","10821611"
"008060","대덕","KOSPI",,"6170","0","0.00","6190","6250","6120","32432","200044850","209102225500","33890150"
"00806K","대덕1우","KOSPI",,"6400","-90","-1.39","6600","6600","6400","905","5803090","7759084800","1212357"
"353200","대덕전자","KOSPI",,"17520","-510","-2.83","18030","18150","17500","229743","4043272920","865784526000","49416925"
"35320K","대덕전자1우","KOSPI",,"8290","-100","-1.19","8390","8440","8190","2499","20580380","17371852510","2095519"
"000490","대동","KOSPI",,"8130","-270","-3.21","8320","8390","8130","109130","895381890","208459606440","25640788"
"178600","대동고려삼","KONEX","일반기업부","2800","115","4.28","3000","3000","2525","3","8325","12458880000","4449600"
"020400","대동금속","KOSDAQ","중견기업부","6400","-180","-2.74","6580","6580","6390","4926","31767080","20410662400","3189166"
"008830","대동기어","KOSDAQ","우량기업부","6980","-220","-3.06","7020","7530","6950","30640","217248370","62732889600","8987520"
"048470","대동스틸","KOSDAQ","중견기업부","3650","-100","-2.67","3715","3770","3625","29073","106940105","36500000000","10000000"
"008110","대동전자","KOSPI",,"15040","0","0.00","0","0","0","0","0","157776322880","10490447"
"004780","대륙제관","KOSDAQ","우량기업부","3990","-60","-1.48","4020","4065","3970","16911","67637570","63453764010","15903199"
"005750","대림B&Co","KOSPI",,"3405","-35","-1.02","3440","3440","3380","9485","32309010","56768977200","16672240"
"017650","대림제지","KOSDAQ","우량기업부","7350","0","0.00","7430","7430","7110","2330","16896620","66150000000","9000000"
"006570","대림통상","KOSPI",,"2880","-60","-2.04","2940","2955","2840","5195","14958135","43848000000","15225000"
"007720","대명소노시즌","KOSDAQ","중견기업부","637","6","0.95","631","640","616","220682","137859562","64209886650","100800450"
"389260","대명에너지","KOSDAQ","중견기업부","11980","480","4.17","11300","12300","11230","52279","614574620","204259000000","17050000"
"317850","대모","KOSDAQ","벤처기업부","9150","-340","-3.58","9410","9470","8960","205274","1877176720","76168443000","8324420"
"290670","대보마그네틱","KOSDAQ","우량기업부","15750","-730","-4.43","16190","16650","15750","17639","281620430","123758145000","7857660"
"078140","대봉엘에스","KOSDAQ","우량기업부","17210","-410","-2.33","17640","19120","16670","7324497","132319050520","190800024590","11086579"
"065150","대산F&B","KOSDAQ","관리종목(소속부없음)","145","0","0.00","0","0","0","0","0","18165948725","125282405"
"001680","대상","KOSPI",,"20100","-300","-1.47","20400","20450","20000","93713","1886854250","696425302500","34648025"
"001685","대상우","KOSPI",,"15840","-390","-2.40","16230","16400","15800","11964","190924260","21704332320","1370223"
"084690","대상홀딩스","KOSPI",,"8140","-270","-3.21","8310","8400","8100","101405","831752680","294770059320","36212538"
"084695","대상홀딩스우","KOSPI",,"18570","-730","-3.78","19060","19060","18570","5515","103202140","16963360740","913482"
"036480","대성미생물","KOSDAQ","중견기업부","9620","-100","-1.03","9720","9720","9580","5488","52894120","36556000000","3800000"
"128820","대성산업","KOSPI",,"3370","-30","-0.88","3395","3420","3335","70810","237671040","152443560860","45235478"
"117580","대성에너지","KOSPI",,"8850","-120","-1.34","8800","9130","8800","282505","2522563220","243375000000","27500000"
"027830","대성창투","KOSDAQ","중견기업부","1471","-60","-3.92","1506","1524","1471","255257","379189973","79434000000","54000000"
"104040","대성파인텍","KOSDAQ","벤처기업부","986","2","0.20","989","1007","980","75845","74917812","35422599202","35925557"
"129920","대성하이텍","KOSDAQ","벤처기업부","3755","-225","-5.65","3935","3975","3755","168109","640498300","51500024015","13715053"
"016710","대성홀딩스","KOSPI",,"7720","-100","-1.28","7790","7850","7720","6798","52754520","124210623480","16089459"
"438220","대신밸런스제13호스팩","KOSDAQ","SPAC(소속부없음)","2205","-25","-1.12","2245","2250","2175","23606","51934080","12436200000","5640000"
"442310","대신밸런스제14호스팩","KOSDAQ","SPAC(소속부없음)","2280","15","0.66","2290","2290","2260","6187","14110155","15298800000","6710000"
"457390","대신밸런스제15호스팩","KOSDAQ","SPAC(소속부없음)","2350","-15","-0.63","2365","2390","2350","27467","65332910","16532250000","7035000"
"457630","대신밸런스제16호스팩","KOSDAQ","SPAC(소속부없음)","2290","50","2.23","2235","2290","2235","26921","60916970","16739900000","7310000"
"471050","대신밸런스제17호스팩","KOSDAQ","SPAC(소속부없음)","2130","0","0.00","2130","2130","2120","3164","6724535","12907800000","6060000"
"478780","대신밸런스제18호스팩","KOSDAQ","SPAC(소속부없음)","2040","0","0.00","2040","2040","2035","52776","107467370","16136400000","7910000"
"020180","대신정보통신","KOSDAQ","중견기업부","857","-13","-1.49","861","870","845","223488","189766923","32933580155","38428915"
"003540","대신증권","KOSPI",,"16670","-160","-0.95","16830","16940","16450","66791","1109593020","846392578000","50773400"
"003547","대신증권2우B","KOSPI",,"14850","-140","-0.93","14990","15000","14800","27214","404175390","148500000000","10000000"
"003545","대신증권우","KOSPI",,"15450","-150","-0.96","15600","15650","15370","74013","1144485970","401700000000","26000000"
"045390","대아티아이","KOSDAQ","우량기업부","2465","-60","-2.38","2505","2545","2450","296028","732853750","173716874305","70473377"
"009190","대양금속","KOSPI",,"1822","-28","-1.51","1799","2000","1700","537768","984413505","72321229040","39693320"
"108380","대양전기공업","KOSDAQ","우량기업부","11080","-280","-2.46","11290","11470","11040","22577","251197180","106006049640","9567333"
"014160","대영포장","KOSPI",,"1007","-21","-2.04","1025","1035","995","162356","163696950","109153310843","108394549"
"047040","대우건설","KOSPI",,"3850","-10","-0.26","3860","3880","3760","1035570","3976509415","1600147156300","415622638"
"009320","대우부품","KOSPI",,"1134","6","0.53","1125","1143","1105","27579","31090156","55905939180","49299770"
"003090","대웅","KOSPI",,"23550","-300","-1.26","24050","24100","23300","54475","1287360650","1369243629000","58141980"
"069620","대웅제약","KOSPI",,"130100","-2100","-1.59","132100","132700","127700","35342","4587642000","1507413407500","11586575"
"007680","대원","KOSDAQ","벤처기업부","4125","-110","-2.60","4195","4265","4115","7547","31375710","55466705250","13446474"
"000430","대원강업","KOSPI",,"4005","-105","-2.55","4105","4120","4000","118188","477568365","248310000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","8600","-220","-2.49","8690","8820","8430","34722","296046060","108178935600","12578946"
"005710","대원산업","KOSDAQ","우량기업부","5880","10","0.17","5870","5940","5750","9989","58157790","117821088000","20037600"
"006340","대원전선","KOSPI",,"2660","-75","-2.74","2735","2750","2620","1292917","3451392335","199444605500","74979175"
"006345","대원전선우","KOSPI",,"3700","-60","-1.60","3920","3920","3600","26667","98457255","9698440000","2621200"
"003220","대원제약","KOSPI",,"14100","-100","-0.70","14100","14260","14050","135549","1913084910","316228920300","22427583"
"024890","대원화성","KOSPI",,"1197","-91","-7.07","1287","1287","1161","83111","100413195","49375234944","41249152"
"290380","대유","KOSDAQ","관리종목(소속부없음)","2300","0","0.00","0","0","0","0","0","56841307600","24713612"
"002880","대유에이텍","KOSPI",,"1027","-29","-2.75","1056","1056","972","104312","106716060","48006108540","46744020"
"000300","대유플러스","KOSPI",,"241","0","0.00","0","0","0","0","0","30475633069","126454909"
"120240","대정화금","KOSDAQ","우량기업부","14050","-420","-2.90","14330","14470","14000","15502","218648650","101024993550","7190391"
"003310","대주산업","KOSDAQ","우량기업부","1355","-15","-1.09","1365","1384","1344","66700","90578373","47956634250","35392350"
"114920","대주이엔티","KONEX","일반기업부","2490","-210","-7.78","2650","2650","2295","830","1905550","8639055000","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","92900","-8100","-8.02","100700","101800","92500","421202","40051568800","1438147089700","15480593"
"012800","대창","KOSPI",,"1222","-15","-1.21","1235","1250","1209","225863","275745281","111373689778","91140499"
"015230","대창단조","KOSPI",,"4840","-105","-2.12","4900","4940","4800","51589","249690070","138289593200","28572230"
"096350","대창솔루션","KOSDAQ","벤처기업부","392","-6","-1.51","398","403","389","397212","155679305","64194315528","163761009"
"140520","대창스틸","KOSDAQ","우량기업부","2270","-10","-0.44","2295","2295","2210","14912","33596985","47917981610","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","4725","-75","-1.56","4760","4825","4685","33156","156862685","35222465250","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","936","-28","-2.90","954","956","924","146931","137619412","69742451376","74511166"
"054670","대한뉴팜","KOSDAQ","우량기업부","8250","-160","-1.90","8410","8570","8200","62285","516897240","118428090000","14354920"
"001070","대한방직","KOSPI",,"5770","-70","-1.20","5840","5840","5730","2276","13146920","30581000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","25700","0","0.00","25700","26500","25450","9555","244583650","154200000000","6000000"
"006650","대한유화","KOSPI",,"97100","-3300","-3.29","100000","100600","97100","36305","3565460700","631150000000","6500000"
"001440","대한전선","KOSPI",,"10680","-320","-2.91","11090","11120","10610","1365813","14684291250","1991257164000","186447300"
"084010","대한제강","KOSPI",,"12960","10","0.08","13050","13080","12710","56797","734754780","303450585120","23414397"
"001790","대한제당","KOSPI",,"2755","-120","-4.17","2830","2860","2755","296387","824832475","247114077900","89696580"
"001795","대한제당우","KOSPI",,"2460","-65","-2.57","2520","2545","2460","22552","56286980","15947589600","6482760"
"001130","대한제분","KOSPI",,"138600","-400","-0.29","140000","140000","137600","917","126565900","234234000000","1690000"
"003490","대한항공","KOSPI",,"22250","-200","-0.89","22700","22700","22000","896456","19949924100","8192909707250","368220661"
"003495","대한항공우","KOSPI",,"22550","-250","-1.10","22800","22850","22550","507","11481600","25048404700","1110794"
"005880","대한해운","KOSPI",,"1796","-45","-2.44","1844","1850","1796","1962421","3546438054","573242718160","319177460"
"003830","대한화섬","KOSPI",,"98800","300","0.30","99000","99000","97700","3916","382650300","131206400000","1328000"
"016090","대현","KOSPI",,"1827","-10","-0.54","1849","1849","1814","95943","174908586","80903780370","44282310"
"069460","대호에이엘","KOSPI",,"1049","-20","-1.87","1057","1068","1023","240762","250981865","70854595904","67544896"
"021040","대호특수강","KOSDAQ","중견기업부","3650","0","0.00","0","0","0","0","0","39611212550","10852387"
"021045","대호특수강우","KOSDAQ","중견기업부","7580","0","0.00","0","0","0","0","0","3215784680","424246"
"067080","대화제약","KOSDAQ","중견기업부","9600","-290","-2.93","9790","10100","9530","98500","950114900","178719840000","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","10630","-40","-0.37","10480","10700","10480","72236","766355850","156961049280","14765856"
"032860","더라미","KOSDAQ","투자주의환기종목(소속부없음)","3640","0","0.00","0","0","0","0","0","147040941320","40395863"
"192080","더블유게임즈","KOSPI",,"49400","-900","-1.79","50400","50600","49100","49922","2481436500","1061897756400","21495906"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","17710","-1280","-6.74","18790","18980","17710","339317","6129648260","596765333780","33696518"
"299170","더블유에스아이","KOSDAQ","중견기업부","1575","-2","-0.13","1544","1579","1538","24507","38170572","47294041725","30027963"
"012510","더존비즈온","KOSPI",,"53900","-2600","-4.60","56800","56800","53400","294908","16017802200","1637632057600","30382784"
"224060","더코디","KOSDAQ","중견기업부","5030","20","0.40","5010","5180","5000","3145","15799420","23884441940","4748398"
"302920","더콘텐츠온","KONEX","일반기업부","7000","0","0.00","0","0","0","0","0","31866513000","4552359"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","600","-4","-0.66","593","704","545","6391990","3952425209","42607651200","71012752"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","33650","-350","-1.03","34000","34350","33450","90150","3049508250","835569173350","24831179"
